"BUSINESS YEAR","STATE CODE","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","STANDARD COMPONENT ID","PLAN ID","BENEFIT NAME","IS EHB","IS STATE MANDATE","IS COVERED","QUANTITY LIMIT ON SVC","LIMIT QUANTITY","LIMIT UNIT","MINIMUM STAY",EXCLUSIONS,EXPLANATION,"EHB VAR REASON","IS SUBJECTED TO DED TIER 1","IS SUBJECTED TO DED TIER 2","IS EXCLUDED FROM INN MOOP","IS EXCLUDED FROM OON MOOP"
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Inherited Metabolic Disorders - PKU",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Routine Eye Exam for Children",Yes,,Yes,Yes,1,"Exam(s) per Year",,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Well Baby Visits and Care",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Childbirth Classes",No,,Yes,,,,,"In excess of 1 initial Childbirth Course or 1 refresher course per pregnancy will not be covered",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Hypodermic Syringes or Needles ",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Basic Dental Care - Child",Yes,,Yes,,,,,"Not covered for Members age 19 and older.","Covered services will be covered in full.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Early Intervention Services",No,,Yes,,,,,"Not covered for Members age 3 and older.",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Orthodontia - Child",No,,Yes,,,,,"Not covered for Members age 19 and older.","Member is responsible for 50% coinsurance of covered dental services","Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Primary Care Visit to Treat an Injury or Illness",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Routine Eye Exam (Adult)",No,,Yes,Yes,1,"Exam(s) per Year",,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Durable Medical Equipment",Yes,,Yes,,,,,,"Glucose monitors and insulin pumps are covered at no cost. 

One breast pump per birth (rented or purchased)",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Outpatient Surgery Physician/Surgical Services",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,Wigs,No,,Yes,Yes,1,"Item(s) per Year",,"All types of wigs are excluded, except for a synthetic monofilament wig",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Inpatient Physician and Surgical Services",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,Radiation,Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Chiropractic Care",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Emergency Room Services",Yes,,Yes,,,,,,"Emergency room copayments are waived when a member is directly admitted to the hospital.",,,,No,No
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Minor Dental Care - Child",No,,Yes,,,,,"Not covered for Members age 19 and older.","Member is responsible for 20% coinsurance of covered dental services","Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Accidental Dental",No,,Yes,,,,,"Any treatment after 3 days is not covered. All services are excluded, except for the following: Extraction of the teeth damaged in the injury when needed to avoid infection, Reimplantation and stabilization of dislodged teeth, Repositioning and stabilization of partly dislodged teeth, Suturing and suture removal, Medication received from the provider",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Bone Marrow Transplants for Treatment of Breast Cancer",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Hearing Aids",Yes,,Yes,Yes,2000,"Dollars per 3 Years",,"Excluded for Members age 22 and older.",,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Non-Preferred Brand Drugs",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Rehabilitative Occupational and Rehabilitative Physical Therapy",Yes,,Yes,Yes,60,"Visit(s) per Year",,,"Physical and Occupational Therapies have a combined limit of 60 visits per year.
Visits for (a) children up to the age of 3 or (b) for the treatment of autism do not count toward the limit.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,Transplant,Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Inpatient Rehabilitation Services",No,,Yes,Yes,60,"Days per Year",,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Cardiac Rehabilitation",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Preferred Brand Drugs",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Low Protein Foods",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Abortion for Which Public Funding is Prohibited",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Infusion Therapy",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"X-rays and Diagnostic Imaging",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Routine Foot Care",No,,Yes,,,,,"Excluded for all diagnosis, except for the treatment of Diabetes.",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Generic Drugs",Yes,,Yes,,,,,,"Certain preventative services are covered at no cost to the member. See a complete list at harvardpilgrim.org

Coverage for some generic OTC medications is available at tier 1 Rx cost sharing. You can use the drug lookup tool at harvardpilgrim.com/rx to search the formulary for OTC medications you may be taking. 

Members save money by obtaining a 90-day supply of maintenance medications through our mail order pharmacy.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Diabetes Education",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Nutritional Counseling",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Substance Abuse Disorder Outpatient Services",Yes,,Yes,,,,,,"Coverage is provided for care provided in-person or virtually",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Bariatric Surgery",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Eye Glasses for Children",Yes,,Yes,Yes,1,"Item(s) per Year",,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Prosthetic Devices",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Laboratory Outpatient and Professional Services",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Mental/Behavioral Health Inpatient Services",Yes,,Yes,,,,,,"Coverage is provided for inpatient mental health, substance use disorder and detoxification services.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Gender Affirming Care",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Prenatal and Postnatal Care",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Home Health Care Services",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Routine Dental Services (Adult)",No,,No,,,,,,,,,,,
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Major Dental Care - Child",Yes,,Yes,,,,,"Not covered for Members age 19 and older.","Member is responsible for 50% coinsurance of covered dental services",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Congenital Anomaly, including Cleft Lip/Palate",No,,Yes,,,,,"Excluded for Members age 18 and older",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Treatment for Temporomandibular Joint Disorders",Yes,,Yes,,,,,"No dental care is covered for the treatment of TMJ. Limited to the following; one lifetime consultation, PT and OT, and medically necessary surgical treatment.","Provided in a Surgery-Outpatient setting.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Imaging (CT/PET Scans, MRIs)",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Specialist Visit",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Private-Duty Nursing",No,,No,,,,,,,,,,,
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Orthodontia - Adult",No,,No,,,,,,,,,,,
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Inpatient Hospital Services (e.g., Hospital Stay)",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Long-Term/Custodial Nursing Home Care",No,,No,,,,,,,,,,,
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Diabetes Care Management",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Allergy Testing",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Delivery and All Inpatient Services for Maternity Care",Yes,,Yes,,,,,,,,,,No,No
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Specialty Drugs",Yes,,Yes,,,,,"Specialty Drugs purchased through non-contracted or non-specialty drug pharmacies will not be covered.",,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Mental/Behavioral Health Outpatient Services",Yes,,Yes,,,,,,"Coverage is provided for care provided in-person or virtually",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Hospice Services",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-01,"Emergency Transportation/Ambulance",Yes,,Yes,,,,,,,,,,No,No
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Outpatient Facility Fee (e.g., Ambulatory Surgery Center)",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Clinical Trials",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Fitness Club Reimbursement",No,,Yes,,,,,"Excludes coverage for fees or costs that you pay for country clubs, tennis clubs, social clubs (such as ski, riding or hiking clubs), gymnastics facilities, pool-only facilities, sports teams or leagues, spas, instructional dance studios and martial arts schools.",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Retail Health Clinics",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Outpatient Rehabilitation Services",Yes,,Yes,Yes,60,"Visit(s) per Year",,,"Physical and Occupational Therapies have a combined limit of 60 visits per year.
",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,Nutrition/Formulas,No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Cosmetic Surgery",No,,No,,,,,,,,,,,
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Weight Loss Programs",Yes,,Yes,Yes,3,"Months per Year",,"All Weight Loss Programs are excluded, except for Weight Watchers",,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Skilled Nursing Facility",Yes,,Yes,Yes,100,"Days per Year",,,"Custodial or Long Term Care is not covered.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Off Label Prescription Drugs",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Major Dental Care - Adult",No,,No,,,,,,,,,,,
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Human Leukocyte Antigen Testing",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Habilitation Services",Yes,,Yes,Yes,60,"Visit(s) per Year",,,"Physical and Occupational Therapies have a combined limit of 60 visits per year.
","Substantially Equal",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Reconstructive Surgery",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Basic Dental Care - Adult",No,,No,,,,,,,,,,,
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Hormone Replacement Therapy (HRT)",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Rehabilitative Speech Therapy",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Dental Check-Up for Children",Yes,,Yes,Yes,2,"Exam(s) per Year",,"Not covered for Members age 19 and older.","Covered services will be covered in full.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Other Practitioner Office Visit (Nurse, Physician Assistant)",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,Chemotherapy,Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Contraceptive Services",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Substance Abuse Disorder Inpatient Services",Yes,,Yes,,,,,,"Coverage is provided for inpatient mental health, substance use disorder and detoxification services.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Preventive Care/Screening/Immunization",Yes,,Yes,,,,,,"Certain preventive services as defined in Federal law are covered with no Out-Of-Pocket cost to member when provided by a Plan Provider.","Substantially Equal",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Infertility Treatment",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,Acupuncture,No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Urgent Care Centers or Facilities",Yes,,Yes,,,,,,"You can access medical urgent care at no cost from our virtual provider, Doctor on Demand. Visit doctorondemand.com/harvardpilgrim for more information.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,Dialysis,Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Inherited Metabolic Disorders - PKU",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Routine Eye Exam for Children",Yes,,Yes,Yes,1,"Exam(s) per Year",,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Well Baby Visits and Care",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Childbirth Classes",No,,Yes,,,,,"In excess of 1 initial Childbirth Course or 1 refresher course per pregnancy will not be covered",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Hypodermic Syringes or Needles ",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Basic Dental Care - Child",Yes,,Yes,,,,,"Not covered for Members age 19 and older.","Covered services will be covered in full.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Early Intervention Services",No,,Yes,,,,,"Not covered for Members age 3 and older.",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Orthodontia - Child",No,,Yes,,,,,"Not covered for Members age 19 and older.","Member is responsible for 50% coinsurance of covered dental services","Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Primary Care Visit to Treat an Injury or Illness",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Routine Eye Exam (Adult)",No,,Yes,Yes,1,"Exam(s) per Year",,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Durable Medical Equipment",Yes,,Yes,,,,,,"Glucose monitors and insulin pumps are covered at no cost. 

One breast pump per birth (rented or purchased)",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Outpatient Surgery Physician/Surgical Services",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,Wigs,No,,Yes,Yes,1,"Item(s) per Year",,"All types of wigs are excluded, except for a synthetic monofilament wig",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Inpatient Physician and Surgical Services",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,Radiation,Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Chiropractic Care",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Emergency Room Services",Yes,,Yes,,,,,,"Emergency room copayments are waived when a member is directly admitted to the hospital.",,,,No,No
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Minor Dental Care - Child",No,,Yes,,,,,"Not covered for Members age 19 and older.","Member is responsible for 20% coinsurance of covered dental services","Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Accidental Dental",No,,Yes,,,,,"Any treatment after 3 days is not covered. All services are excluded, except for the following: Extraction of the teeth damaged in the injury when needed to avoid infection, Reimplantation and stabilization of dislodged teeth, Repositioning and stabilization of partly dislodged teeth, Suturing and suture removal, Medication received from the provider",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Bone Marrow Transplants for Treatment of Breast Cancer",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Hearing Aids",Yes,,Yes,Yes,2000,"Dollars per 3 Years",,"Excluded for Members age 22 and older.",,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Non-Preferred Brand Drugs",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Rehabilitative Occupational and Rehabilitative Physical Therapy",Yes,,Yes,Yes,60,"Visit(s) per Year",,,"Physical and Occupational Therapies have a combined limit of 60 visits per year.
Visits for (a) children up to the age of 3 or (b) for the treatment of autism do not count toward the limit.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,Transplant,Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Inpatient Rehabilitation Services",No,,Yes,Yes,60,"Days per Year",,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Cardiac Rehabilitation",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Preferred Brand Drugs",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Low Protein Foods",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Abortion for Which Public Funding is Prohibited",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Infusion Therapy",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"X-rays and Diagnostic Imaging",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Routine Foot Care",No,,Yes,,,,,"Excluded for all diagnosis, except for the treatment of Diabetes.",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Generic Drugs",Yes,,Yes,,,,,,"Certain preventative services are covered at no cost to the member. See a complete list at harvardpilgrim.org

Coverage for some generic OTC medications is available at tier 1 Rx cost sharing. You can use the drug lookup tool at harvardpilgrim.com/rx to search the formulary for OTC medications you may be taking. 

Members save money by obtaining a 90-day supply of maintenance medications through our mail order pharmacy.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Diabetes Education",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Nutritional Counseling",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Substance Abuse Disorder Outpatient Services",Yes,,Yes,,,,,,"Coverage is provided for care provided in-person or virtually",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Bariatric Surgery",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Eye Glasses for Children",Yes,,Yes,Yes,1,"Item(s) per Year",,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Prosthetic Devices",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Laboratory Outpatient and Professional Services",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Mental/Behavioral Health Inpatient Services",Yes,,Yes,,,,,,"Coverage is provided for inpatient mental health, substance use disorder and detoxification services.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Gender Affirming Care",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Prenatal and Postnatal Care",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Home Health Care Services",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Routine Dental Services (Adult)",No,,No,,,,,,,,,,,
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Major Dental Care - Child",Yes,,Yes,,,,,"Not covered for Members age 19 and older.","Member is responsible for 50% coinsurance of covered dental services",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Congenital Anomaly, including Cleft Lip/Palate",No,,Yes,,,,,"Excluded for Members age 18 and older",,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Treatment for Temporomandibular Joint Disorders",Yes,,Yes,,,,,"No dental care is covered for the treatment of TMJ. Limited to the following; one lifetime consultation, PT and OT, and medically necessary surgical treatment.","Provided in a Surgery-Outpatient setting.",,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Imaging (CT/PET Scans, MRIs)",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Specialist Visit",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Private-Duty Nursing",No,,No,,,,,,,,,,,
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Orthodontia - Adult",No,,No,,,,,,,,,,,
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Inpatient Hospital Services (e.g., Hospital Stay)",Yes,,Yes,,,,,,,,,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Long-Term/Custodial Nursing Home Care",No,,No,,,,,,,,,,,
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Diabetes Care Management",No,,Yes,,,,,,,"Not EHB",,,No,Yes
2026,MA,36046,SERFF,1,1/13/2026,36046MA0750234,36046MA0750234-02,"Allergy Testing",Yes,,Yes,,,,,,,,,,No,Yes
